Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number ,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program ,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance ,Georeference
24-64D9O-CR,Above All Storefronts Inc,Above All Storefronts Inc dba Castle Arch Metals,Corporation,No,No,,50 Gilpin Ave,,Hauppauge,NY,11788,6316273535,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.22615 40.80495)
25-64OL7-CR,ABOVE & BEYOND FIRE SAFETY SECURITY LLC,,LLC,No,No,,432 albany shaker Rd,432,loudonville,NY,12211,5185060891,01/21/2025,01/21/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.77215 42.69993)
25-64Q6F-CR,"Abracadabra Painting Co., Inc.","Abracadabra Painting Co., Inc.",Corporation,No,No,,180 E Prospect Ave,,Mamaroneck,NY,10543,9146980700,01/15/2025,01/15/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.73265 40.9507)
25-64J3E-CR,"Abrams Construction of Onondaga, Inc.","Abrams Construction of Onondaga, Inc.",Corporation,No,No,,4060 Webster Road,,Nedrow,NY,13120,3154507028,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.14882 42.94041)
24-64RVL-CR,Abraxas Inc.,,Corporation,No,No,,1769 Baseline Rd.,Suite 430,GRAND ISLAND,NY,14072,7167748844,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.96522 43.00977)
24-63ZGI-CR,"Abscope Environmental, Inc.",,,No,No,,P.O. Box 487  7086 Commercial Drive,,CANASTOTA,NY,13032,3156978437,11/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.75402 43.06623)
24-63AD4-CR,"Absolute Connections, Incorporated","Absolute Connections, Inc",Corporation,No,No,,220 N PUTT CORNERS RD,,NEW PALTZ,NY,12561,8004942342,11/21/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.05533 41.77011)
24-64R8G-CR,Absolute Electrical Contracting of NY Inc,,Corporation,No,No,,"307 W 38th ST, suite 1301",,New york,NY,10018,2127764049,12/19/2024,12/29/2026,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99229 40.75499)
24-64F7X-CR,"Absolute Electrical Service, Inc.",Absolute Electric,Corporation,No,No,,"Absolute Electrical Service, Inc.","2938 Hempstead Turnpike, Suite 208",Levittown,NY,11756,5166624100,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-63H75-CR,"Absolute Fire Protection, LLC",,LLC,No,No,,PO Box 10,,Selkirk,NY,12158,5187673700,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,
25-64IHX-CR,"Absolute Woodworking Installations, Inc.",,Corporation,No,No,,7 Forest Park Ct,,Holmdel,NJ,07733,9086927374,02/05/2025,02/05/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.18739 40.36576)
24-64NRQ-CR,A.B.S. Pump Repair Inc.,,Corporation,No,No,,89 Allen Blvd,,Farmingdale,NY,11735,6316943890,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.41983 40.71536)
25-64K4U-CR,"ABS SOLUTIONS, L.L.C.",,LLC,No,No,,52 Corporate Circle,STE 105,Albany,NY,12203,5186085805,01/06/2025,01/06/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.88079 42.70368)
24-64GGT-CR,Academy Construction Inc.,,,No,No,,"205 Rt 46 West, Suite 14",,TOTOWA,NJ,07512,,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.22846 40.89408)
25-64PR9-CR,ACA Environmental Services Inc,,,No,No,,One Hayes Street,,ELMSFORD,NY,10523,,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.81955 41.05785)
24-64DVQ-CR,Accardi Plumbing & Heating Corp.,Riteway Plumbing & Heating,Corporation,Yes,No,,19 Phillips St,,Bohemia,NY,11716,6315672196,12/18/2024,12/18/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.11664 40.7647)
25-64PGP-CR,"Accent Commercial Furniture, Inc.",Accent Furniture,Corporation,No,No,,3 Interstate Ave,,Albany,NY,12205,5184824000,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.81224 42.69525)
24-63SST-CR,"Accent Stripe, Inc.",,Corporation,No,No,,3275 N. Benzing Rd.,,Orchard Park,NY,14127,7168237704,11/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.77764 42.79502)
24-639IJ-CR,Access Anvil Corp.,,Corporation,No,No,,PO Box 98,,Schuylerville,NY,12871,5189550177,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,
24-637GJ-CR,"Access Elevator & Lift, Inc",,Corporation,No,No,,3970 N. Main St. Ext.,,Jamestown,NY,14701,7164833696,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-79.25483 42.17185)
25-64ZHF-CR,"Accessibility Solutions, Inc.",,Corporation,No,No,,PO Box 3122,,Syracuse,NY,13220,3154521750,02/11/2025,02/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-6371Q-CR,"ACCESS SAFETY PRODUCTS, INC.",,Corporation,Yes,No,,PO Box 267,,Hannacroix,NY,12087,5187563600,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64RZU-CR,Accord Power Inc,,Corporation,Yes,No,,130-30 31st Ave. Suite 707,,Flushing,NY,11354,7183218820,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.84066 40.76929)
24-633LN-CR,"Accurate Acoustical, Inc.",,Corporation,No,No,,793 Canning Parkway,,Victor,NY,14564,5859244200,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-77.47437 42.99989)
25-64ZLX-CR,"Accurate Specialty Metal Fabricators, Inc.",,Corporation,No,No,,47-40 Metropolitan Ave,,Maspeth,NY,11385,7188211166,02/11/2025,02/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.92324 40.71434)
25-64KNU-CR,"AC Drywall Systems, Inc.",,Corporation,No,No,,P.O. Box 549,,Purchase,NY,10577,9149372260,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,
25-64CZ7-CR,"Ace Contracting, Inc.",,Corporation,No,No,,1990 Coney Island Avenue,,Brooklyn,NY,11223,7189988437,01/09/2025,01/09/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-73.96213 40.60874)
24-6399G-CR,"Ace Flag Co., Inc","Ace Flag Co., Inc",Corporation,No,No,,5444 TRANSIT RD,,DEPEW,NY,14043,7166812345,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.69689 42.90362)
25-64K8L-CR,ACE Great Lakes LLC,,LLC,No,No,,11075 Stratfield Ct.,,Marriottsville,MD,21104,7167964067,01/03/2025,01/03/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.89503 39.30717)
25-64T6D-CR,Ace Ironwork Inc.,Ace Ironwork Inc,Corporation,No,No,,193 7th st,,BROOKLYN,NY,11215,9179090679,01/24/2025,01/24/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99053 40.67291)
24-64R89-CR,Ace Irrigation,"Wetscape, A Royal Irrigation Company",LLC,No,No,,8 Timber Ln,,Marlboro,NJ,07746,7329937300,12/19/2024,12/29/2026,Active,Yes,,Yes,No,Yes,State Law,New York,08/24/2023,08/24/2024,No,No,Yes,No,No,Yes,No,POINT (-74.22869 40.31055)
24-64FKZ-CR,"A & C/Furia Electric Motor, LLC.",,LLC,No,No,,135 Lafayette Ave.,,White Plains,NY,10603,9733455600,12/22/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.7719 41.06461)
25-64UE8-CR,Achilles Demo Services LLC,,LLC,No,No,,500 union ave,apt 301,Bronx,NY,10455,7185141199,01/29/2025,01/29/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.90552 40.81213)
24-64DKO-CR,A+ CHOICE CONSTRUCTION INC,,Corporation,No,No,,14850 86TH AVE#1,,JAMAICA,NY,11435,9176073750,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.8082 40.70856)
25-64VK3-CR,ACIA Construction LLC,,LLC,Yes,No,,2652 Ridge Road,,Ontario,NY,14519,3155242000,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.254 43.22171)
24-64BNZ-CR,ACI Management Corp.,,Corporation,No,No,,68 Gaylor Road,Suite 1,SCARSDALE,NY,10583,9147232700,12/14/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.80216 40.97569)
24-64F9G-CR,ACL Construction Corp.,ACL Construction Corp,Corporation,No,No,,30-A Gleam Street,,West Babylon,NY,11704,6314916464,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.38592 40.73161)
24-63797-CR,"ACL Property Maintenance, Inc.",,Corporation,No,No,,659 Wilmot Road,,SCARSDALE,NY,10583,9147252272,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.79081 40.97455)
25-64TPG-CR,Acme Contracting Corp.,,Corporation,No,No,,1574 N Jerusalem Road,,Merrick,NY,11566,7183720820,01/23/2025,01/23/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.56541 40.69789)
25-64Z4K-CR,Acme Window Treatments Inc.,Acme Window Treatments Inc.,Corporation,No,No,,382 East Meadow Ave,,East Meadow,NY,11554,5167941116,02/11/2025,02/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.56001 40.71449)
24-64BRI-CR,"Acocella Contracting, Inc.",,Corporation,No,No,,68 Gaylor Road,Suite 1,SCARSDALE,NY,10583,9147232700,12/14/2024,12/29/2026,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.80216 40.97569)
24-64GV7-CR,"A. Colarusso & Son, Inc.",,Corporation,No,No,,91 Newman Rd.Paul,,Hudson,NY,12534,5188283218,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.77 42.2375)
24-64Y7B-CR,Acorn Electrical Contractors LLC,,LLC,No,No,,29 Starr Rd,,Danbury,CT,06810,2037922676,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.42586 41.416)
24-63H55-CR,"Acorn Plumbing & Heating, Inc.",,Corporation,No,No,,168 Hopper Avenue,,Waldwick,NJ,07463,8453433433,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.1268 41.02169)
24-648PC-CR,"A.C. SCHULTES, INC.","A.C. SCHULTES, INC.",Corporation,No,No,,664 SOUTH EVERGREEN AVENUE,,WOODBURY HEIGHTS,NJ,08097,8568455656,12/27/2024,12/29/2026,Active,No,Out of State,No,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-75.15686 39.8259)
24-64YJL-CR,"ACS System Associates, Inc.",,Corporation,Yes,No,,101 New South Road,,Hicksville,NY,11801,5166811351,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.50582 40.76147)
24-648O9-CR,A.C.T Abatement Corporation,A.C.T Abatement Corporation,Corporation,Yes,No,,PO Box 25641,,Newark,NJ,07101,9174268600,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64KB8-CR,"Action Carting Environmental Services, Inc.",,Corporation,No,No,,"300 Frank W Burr Boulevard, Suite 39",,Teaneck,NJ,07666,9736237600,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.00481 40.87294)
24-64NB7-CR,"Action Elevator, Inc.",Hudson Elevator Group,,No,No,,963 Van Duzer St,,Staten Island,NY,10304,7187206600,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,Yes,No,No,Yes,No,POINT (-74.08756 40.61574)
24-64GJH-CR,"ACTION REMEDIATION, INC.",,Corporation,No,No,,3010 Burns Avenue,,Wantagh,NY,11793,5167813000,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.5197 40.67257)
24-64GJR-CR,"ACTION ROOFING, INC.",,Corporation,No,No,,10267 Crump Road,,Glenwood,NY,14069,7165927752,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.61078 42.60634)
25-64CSG-CR,Action Store Fronts Inc.,Action Store Fronts Inc.,Corporation,No,No,,263 Union Blvd,,West Islip,NY,11795,6314220888,01/09/2025,01/09/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.30858 40.7061)
25-64K6Y-CR,Action Target Inc.,,Corporation,No,No,,3411 S Mountain Vista Pkwy,,Provo,UT,84097,8013961246,01/06/2025,01/06/2027,Active,No,Out of State,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-111.61941 40.19256)
24-64GJ5-CR,"ACTION TRUCKING CO., INC.",,Corporation,No,No,,3010 Burns Avenue,,Wantagh,NY,11793,5167813000,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.5197 40.67257)
24-64GIK-CR,Activated Systems Inc,,Corporation,No,No,,63 McKinley Ave,,Franklin Square,NY,11010,5165385419,12/26/2024,12/26/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.66975 40.70876)
25-64VCH-CR,"ACTIVE FENCE CO., INC.",,Corporation,No,No,,5295 Bayview Road,,Hamburg,NY,14075,7166483970,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.80259 42.74379)
24-64DKU-CR,Active Solar Development LLC,,LLC,No,No,,2189 Cook Road,,Galway,NY,12074,8008653625,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99146 42.97612)
25-64V1D-CR,Activu Corporation,,Corporation,No,No,,301 Round Hill Dr,,Rockaway,NJ,07866,9733665550,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.48978 40.92839)
24-64ELD-CR,"ACV Environmental Services, Inc.",,Corporation,No,No,,494 Western Turnpike,,Altamont,NY,12009,5183550197,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,Yes,Yes,No,No,No,Yes,No,POINT (-74.04463 42.75001)
24-64NAL-CR,Adam Happy Tree Inc,,Corporation,No,No,,311 85th Street,,Brooklyn,NY,11209,9177090232,12/17/2024,12/29/2026,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-74.03023 40.62421)
24-64DNV-CR,ADAM'S EUROPEAN CONTRACTING INC.,,Corporation,No,No,,589 JOHNSON AVE,,BROOKLYN,NY,11237,7184179000,12/18/2024,12/29/2026,Active,Yes,,Yes,Yes,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.92341 40.70919)
24-64R59-CR,"Adam's Floor Covering, LLC",Adam's Floor Covering LLC,LLC,No,No,,2718 Curry RD,,Schenectady,NY,12303,5182294368,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92789 42.7572)
24-64RQH-CR,"Adaptive Green, Inc.",,Corporation,Yes,No,,379 West Broadway,,New York,NY,10012,8448689883,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.0026 40.72379)
25-64UFK-CR,"A.D. Call & Sons Excavating and Trucking, Inc.",,Corporation,No,No,,PO Box 60,,Stafford,NY,14143,5853432910,01/29/2025,01/29/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64OZ6-CR,ADC Construction LLC,,LLC,No,No,,58-08 48th Street,,Maspeth,NY,11378,7186285555,01/21/2025,01/21/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.92224 40.72056)
25-64K8S-CR,ADCO Electrical Corp.,,Corporation,No,No,,201 Edward Curry Avenue,,Staten Island,NY,10314,7184944400,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,Yes,Yes,No,Yes,Yes,No,POINT (-74.1838 40.61094)
25-64AB7-CR,"ADEN MINING & MATERIALS, INC.",,Corporation,No,No,,PO Box 217,,Montgomery,NY,12549,8454282436,02/12/2025,02/12/2027,Active,No,Other,No,No,No,,,,,No,No,No,No,No,No,Yes,
25-641SF-CR,A&D ENTRANCES INC.,,Corporation,Yes,No,,105 WYANDANCH AVENUE,,WYANDANCH,NY,11798,7189892441,01/28/2025,01/28/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.36083 40.74161)
24-64RIG-CR,Adesta LLC,,LLC,No,No,,15770 Dallas Pkwy,Suite 500,Dallas,TX,75248,8778944949,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-96.82064 32.96328)
24-637RV-CR,"Adhan Piping Co., Inc.",,Corporation,No,No,,1865 State Route 13,,Cortland,NY,13045,6077538623,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.15119 42.62891)
24-64BR9-CR,"Adirondack Cabling, Inc.",Adirondack Security,Corporation,No,No,,3 Rosell Dr,,Ballston Lake,NY,12019,5184520124,12/14/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.79516 42.90502)
25-64JHN-CR,Adirondack Combustion Technologies Inc.,,Corporation,No,No,,6 Northway Lane,Suite 202,Latham,NY,12110,5183574488,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.7958 42.73459)
24-635FI-CR,"ADIRONDACK FLOORING, INC",,Corporation,No,No,,157 EAST CHURCH STREET,,Fort Hunter,NY,12069,5188102745,12/03/2024,12/29/2026,Active,No,Sole Proprietor,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.28349 42.94249)
24-639E4-CR,"Adirondack Heat and Frost Insulation, Inc.",,Corporation,No,No,,128 Jenkins Rd,,Burnt Hills,NY,12027,5183785069,12/11/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-73.92988 42.92127)
24-64EKY-CR,"Adirondack Heat Pumps, LLC",,LLC,No,No,,15 Montcalm St,,Ticonderoga,NY,12883,5188311958,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.43331 43.84831)
24-636XB-CR,"ADIRONDACK MECHANICAL SERVICES, LLC",,LLC,No,No,,2 Commerce Park Drive,,Gansevoort,NY,12831,5186910424,12/10/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.70673 43.16544)
25-64QBF-CR,"Adirondack Overhead Door Co., Inc.",,Corporation,No,No,,10 S Western Ave,,Queensbury,NY,12804,5187938962,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.66318 43.30489)
24-63HUI-CR,"Adirondack Sheet Metal, Inc.",,Corporation,No,No,,PO Box 327,,Whitesboro,NY,13492,3157688230,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64ZJ3-CR,"ADIRONDACKS PROTECTION SERVICES, LLC",Adirondacks Protection Services,LLC,Yes,No,,416 Vermont Street,,Brooklyn,NY,11207,3477556773,02/10/2025,02/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.89321 40.66925)
24-64RXR-CR,Adirondack Taping & Supply Inc,Adirondack Drywall & Taping,Corporation,Yes,No,,46 ELM STREET,,Glens Falls,NY,12801,5187610089,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.64884 43.31)
24-63H19-CR,"ADIRONDACK TREE SURGEONS, INC.",,Corporation,No,No,,353 Gurnspring Road,,"Gansevoort, NY",NY,12831,5187922225,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.69971 43.17902)
24-6375Y-CR,"ADIRONDACK VALLEY BUILDERS, INC.",,Corporation,No,No,,5833 Number Four Road,,Lowville,NY,13367,3153774029,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.46929 43.78024)
25-64QYH-CR,Adirondak Concrete LLC,Adirondak Concrete,LLC,No,No,,195 FISK RD,,MORIAH,NY,12960,5185469925,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.48975 44.03924)
25-64QO9-CR,ADJ Engineering PLLC,,LLC,Yes,No,,2927 Oneil Place,,bronx,NY,10469,7184044197,01/14/2025,01/14/2027,Active,No,Sole Proprietor,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.84319 40.86828)
25-64K9X-CR,ADJ FENCE INC,Precision Fence,Corporation,No,No,,46 palmer rd,,Binghamton,NY,13901,6076248600,01/06/2025,01/06/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.87091 42.20189)
24-64YOR-CR,Adjo Contracting Corp.,Adjo Contracting Corp.,Corporation,No,No,,207 knickerbocker ave,,Bohemia,NY,11716,6315890800,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.08733 40.77562)
25-64ZJZ-CR,"ADKINS CLEANING & LANDSCAPING, LLC",Adkins landscape contracting,LLC,Yes,No,,P.O Box 1988,,New York,NY,10159,6466799943,02/10/2025,02/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-648U5-CR,"Admiral Conservation Services II, Inc.",,Corporation,No,No,,PO Box 448,,Georgetown,CT,06829,2035447190,12/27/2024,12/29/2026,Active,No,Out of State,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64NP1-CR,Adnak Contracting Services LLC,,LLC,Yes,No,,63 Franklin Street,,Saratoga Springs,NY,12866,6469122528,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.78948 43.0815)
25-64VNS-CR,"Adonis Construction, LLC",,LLC,Yes,No,,518 Colvin Street,,Rochester,NY,14606,5853032068,01/06/2025,01/06/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-77.6413 43.16122)
24-635BG-CR,ADP Group Inc.,,Corporation,No,No,,27 East 33rd Street,,PATERSON,NJ,07514,8623435343,12/03/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,Yes,No,Yes,No,No,Yes,No,POINT (-74.14084 40.9232)
25-64O75-CR,ADS LLC,,LLC,No,No,,340 Bridge Street Walking Trail Suite 204,,Huntsville,AL,35806,2569755214,01/22/2025,01/22/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-86.67308 34.71503)
25-64PFT-CR,Adtron Systems Inc,Intelligent Technology Group,Corporation,No,No,,"420 Columbus Ave, Ste 312",,Valhalla,NY,10595,9148351534,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.77632 41.09957)
25-64QB5-CR,Advanced Athletic Surfaces,,Sole Proprietorship,No,No,,1461 Carriage Ridge Dr,,Greensboro,GA,30642,7068349781,01/14/2025,01/14/2027,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-83.21626 33.48424)
25-64TB3-CR,Advanced Cellular Solutions Inc.,,Corporation,No,No,,1855 42nd. St,,Astoria,NY,11105,7182555926,01/22/2025,01/22/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.89712 40.77797)
24-636QD-CR,"Advanced Contracting Services, Inc.",ACS,Corporation,Yes,No,,PO Box 986,,Grand Island,NY,14072,7164802125,12/10/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64X8P-CR,Advanced Door Solutions Inc.,,Corporation,No,No,,90 RAYNOR AVE,Suite B,RONKONKOMA,NY,11779,6317736100,01/16/2025,01/16/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.11451 40.80231)
25-64X8K-CR,"Advanced Drainage Systems, Inc.",,Corporation,No,Yes,Alexandra  Czerwonka,4640 Trueman Blvd,,Hilliard,OH,43026,6148320139,01/16/2025,01/16/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-83.12299 40.04809)
24-64ERQ-CR,"Advanced Electronic Solutions, Inc.",,Corporation,No,No,,15-03 132nd St,,College Point,NY,11356,7184612600,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.83466 40.78409)
24-64RKI-CR,"Advanced Epoxy Flooring Systems, INC.",,Corporation,No,No,,65 DaVinci Dr,,Bohemia,NY,11716,6315679269,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.09753 40.77448)
25-64CKU-CR,Advanced Furnace and Air Duct Cleaning Inc,,Corporation,No,No,,1039 Atlantic City Blvd,,Bayville,NJ,08721,8003177104,01/09/2025,01/09/2027,Active,No,Out of State,No,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.1672 39.87363)
