Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Woman Owned Business,Sub Emerging Business
CTA180620257201666,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Roof Replacement Construction Svc at 830 Amsterdam Ave,2527984.25,2527984.25,0.0,7/25/2024,12/31/2025,Yes,No ,Housing Preservation and Development,1015897892.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201636,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Green Infrastructure at Sumner & Tompkins Houses in Brooklyn,4230900.36,4230900.36,0.0,9/16/2024,12/30/2027,Yes,No ,Housing Preservation and Development,1015888777.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201591,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Green Infrastructure at Cooper Houses - BK,1351298.82,1351298.82,0.0,9/1/2024,12/30/2027,Yes,No ,Housing Preservation and Development,1015877967.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201396,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Various - Brooklyn,3364499.17,3364499.17,0.0,9/16/2024,12/30/2027,Yes,No ,Housing Preservation and Development,1015839251.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201239,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Amsterdam Houses,114956.94,114956.94,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015821096.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201238,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Jackson Houses,467412.93,467412.93,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015821090.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201237,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Gowanus Houses,1265266.05,1265266.05,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015818076.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,"CAPITAL PURCHASED EQUIPMENT, POLLUTION REMEDIATION OBLIGATIONS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201236,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Wagner Houses,1341165.4,1341165.4,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015818011.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201235,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Glebe Avenue,124935.33,124935.33,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015817355.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201234,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Douglass II Houses,399000.14,399000.14,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015817351.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201233,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Glenmore Plaza,375396.63,375396.63,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015817345.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201232,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Douglass I Houses,733995.76,733995.76,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015817336.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201231,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Cooper Park Houses,739040.72,739040.72,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015817490.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201189,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Brevoort Houses,1309250.66,1309250.66,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015812265.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201188,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Jefferson Houses,1628111.65,1628111.65,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015812257.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201187,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Ingersoll Houses,2307058.61,2307058.61,0.0,4/16/2024,9/22/2025,Yes,No ,Housing Preservation and Development,1015812226.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201156,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Haber Houses - Brooklyn,59500.0,59500.0,0.0,8/17/2024,10/6/2026,Yes,No ,Housing Preservation and Development,1015809738.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201141,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Playground Upgrade for Security CCTV & Exterior Lighting,2307991.61,2307991.61,0.0,9/1/2024,12/7/2026,Yes,No ,Housing Preservation and Development,1015808712.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257201051,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Roof Survey and Security Guard for Roofing Replacement,91617.03,91617.03,0.0,4/2/2024,4/2/2025,Yes,No ,Housing Preservation and Development,1015802744.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257200902,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,FY25 Lead-Based Paint Abatement @Various Developments,5006460.0,5006460.0,0.0,1/21/2024,1/20/2025,Yes,No ,Housing Preservation and Development,1015793086.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257200631,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Exterior Site Security Lighting at South Beach  Houses,152897.78,152897.78,0.0,9/10/2024,7/10/2025,Yes,No ,Housing Preservation and Development,1015769197.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257200572,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Lead abatement Additional Flashing Work@Teller Ave E166th-BX,44964.44,44964.44,0.0,3/18/2024,9/14/2024,Yes,No ,Housing Preservation and Development,1015758739.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620257200151,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Throggs Neck Addition - Bronx,1197160.3,1197160.3,0.0,7/1/2024,7/20/2026,Yes,No ,Housing Preservation and Development,1015624900.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247208551,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,CM Services for Roofing Replacement @830 Amsterdam Ave.,597351.73,597351.73,0.0,9/1/2024,12/31/2025,Yes,No ,Housing Preservation and Development,1015585406.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247207051,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Roofing&Rooftop structures renovation @E166th st Houses,7081.97,7081.97,0.0,3/18/2024,9/14/2024,Yes,No ,Housing Preservation and Development,1015511243.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247206811,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For roof replacement construction service @Bryant Ave E174st,105808.91,105808.91,0.0,4/15/2024,4/11/2025,Yes,No ,Housing Preservation and Development,1015489001.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247206526,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Community Center HVAC Upgrades - Conlon Lifhe Tower - Queens,344804.33,344804.33,0.0,4/23/2024,10/28/2025,Yes,No ,Housing Preservation and Development,1015465263.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247206241,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Roof Replacement&Rooftop Structure Renovation @Bryant A,612885.71,612885.71,0.0,5/1/2024,4/26/2025,Yes,No ,Housing Preservation and Development,1015328624.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247206196,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Roofing Replacement & Rooftop  Renovation @Bryant Avenue,1682318.38,1682318.38,0.0,4/15/2024,4/26/2025,Yes,No ,Housing Preservation and Development,1015307460.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247206181,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Special Inspection Services for Roofing Replacement @First,67980.0,67980.0,32664.0,2/27/2024,8/25/2025,Yes,No ,Housing Preservation and Development,1015295793.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247203993,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Special Inspection Services for Roofing Replacement @Gun Hil,233409.0,233409.0,13644.0,2/10/2024,9/30/2025,Yes,No ,Housing Preservation and Development,1014925943.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180620247201787,no,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Special Inspection for Roofing Replacement  @Harrison Ave.,89675.0,89675.0,0.0,1/1/2024,4/16/2024,Yes,No ,Housing Preservation and Development,1014569304.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180120247207681,no,Prime Vendor,NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION,Non-M/WBE,Pier 35 and 36 Substructure Rehabilitation-69560001,10313128.69,10313128.69,5707.37,4/15/2024,4/14/2030,No ,No ,Department of Small Business Services,1015542000.0,CONSTRUCTIONMGMT/BUILD,MULTIPLE AWARDS,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA180120237209271,no,Prime Vendor,NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION,Non-M/WBE,Pier 6 Heliport Substructure Rehab Phase II (23960006),69075.8,69075.8,26864.28,1/1/2024,6/3/2024,No ,No ,Department of Small Business Services,1014322428.0,CONSTRUCTIONMGMT/BUILD,MULTIPLE AWARDS,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA107220257203121,no,Prime Vendor,A T J ELECTRICAL CO INC,Non-M/WBE,Replacement of existing feeders to NIC,2584319.36,2584319.36,0.0,1/2/2025,1/1/2028,No ,No ,Department of Correction,1016236106.0,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA107220257202896,no,Prime Vendor,AWL INDUSTRIES INC,Non-M/WBE,Task Order #001.0-RMN-GC-AWL-2023 Rodman's Neck GC at Mods B,8471110.41,8471110.41,0.0,8/5/2024,9/30/2025,No ,No ,Department of Correction,1016207785.0,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA107220257200211,no,Prime Vendor,"THE GORDIAN GROUP, INC.",Non-M/WBE,Task Order #1 Gordian Fee Rodman's Neck Modular Bldgs.,423555.52,423555.52,0.0,9/5/2024,5/27/2025,No ,No ,Department of Correction,1015641121.0,CONSTRUCTION,MULTIPLE AWARDS,"CONSTRUCTION-BUILDINGS, CONTRACTUAL SERVICES GENERAL",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA107220257200196,no,Prime Vendor,JOHNSON CONTROLS FIRE PROTECTION LP,Non-M/WBE,"Testing, inspection and maintenance of existing fire alarm",5145121.0,5145121.0,1471943.4,8/15/2024,8/14/2025,No ,No ,Department of Correction,1015640771.0,CONSTRUCTION,MULTIPLE AWARDS,CONTRACTUAL SERVICES GENERAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA107220247207531,no,Prime Vendor,ATLAS FENCE & RAILING CO INC,Non-M/WBE,Additional and enhanced security at various DOC facilities,2000000.0,2000000.0,1401913.46,6/10/2024,6/9/2026,No ,No ,Department of Correction,1016256904.0,CONSTRUCTION,MULTIPLE AWARDS,CONTRACTUAL SERVICES GENERAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA107220247204771,yes,Sub Vendor,AWL INDUSTRIES INC,Non-M/WBE,RMN HVAC Supply + Installation for MODS,0.0,0.0,0.0,1/25/2024,1/24/2027,No ,No ,Department of Correction,,CONSULTANT,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,UNITED CRANE & RIGGING SERVICES INC,Women (Non-Minority),"Rigging of all HVAC equipment (MAUs, RTUs, Fans, & Specialty Filters) for all buildings (B, C, D, E, F, and N)",No Subcontract Payments Submitted,Construction Services,108000.0,108000.0,0.0,4/3/2024,4/3/2025,Yes,No 
CTA105720258804656,no,Prime Vendor,ZHL GROUP INC,Non-M/WBE,FY25 Expense Task Orders Staten Island and Brooklyn,258346.74,258346.74,0.0,12/20/2024,4/19/2025,No ,No ,Fire Department,1016164601.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,MAINT & OPER OF INFRASTRUCTURE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA105720258804592,no,Prime Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,Heat Pumps in Brooklyn TO67455 TO67475  TO67476,293302.13,293302.13,0.0,12/1/2024,5/31/2025,No ,No ,Fire Department,1016157937.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA105720258804591,no,Prime Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,Heat Pumps in Staten Island  TO67494 HVSI1 TO67495 HVSI2,183428.71,183428.71,0.0,12/1/2024,5/31/2025,No ,No ,Fire Department,1016156640.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA105720258804341,no,Prime Vendor,ZHL GROUP INC,Non-M/WBE,TO69494 ZHLQN-14  Apparatus floor replacement QN,4071733.8,4071733.8,0.0,12/11/2024,11/26/2025,No ,No ,Fire Department,1016130471.0,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA105720258804216,no,Prime Vendor,ZHL GROUP INC,Non-M/WBE,TO69156 ZHL BX-03 Generator Installation,221890.42,221890.42,0.0,12/11/2024,11/26/2025,No ,No ,Fire Department,1016117445.0,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA105720258803526,no,Prime Vendor,DEFASH GLOBAL RESOURCES INC,Non-M/WBE,STO66332-S01 BMQ-2 S01  TO69435 BMQ-9  Asbestos Removal,99440.32,99440.32,14070.8,7/1/2024,6/30/2025,Yes,No ,Fire Department,1015984902.0,CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CTA105720258802736,yes,Sub Vendor,ZHL GROUP INC,Non-M/WBE,TO70614 ZHLQN-15 Demolition Ft Totten #317  GC ZHL,0.0,0.0,0.0,10/1/2024,5/31/2025,No ,No ,Fire Department,,REQUIREMENTS,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,TLD SERVICES INC,Hispanic American,Asbestos abatement,ACCO Reviewing Subcontract,Construction Services,71500.0,71500.0,0.0,2/14/2025,5/30/2025,No ,No 
CTA105720258802736,yes,Sub Vendor,ZHL GROUP INC,Non-M/WBE,TO70614 ZHLQN-15 Demolition Ft Totten #317  GC ZHL,0.0,0.0,0.0,10/1/2024,5/31/2025,No ,No ,Fire Department,,REQUIREMENTS,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,BRENTWOOD BUILDING RESTORATION INC,Hispanic American,Demolition,No Subcontract Payments Submitted,Construction Services,321550.0,321550.0,0.0,10/1/2024,5/30/2025,No ,No 
CTA105720258801939,yes,Prime Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,TO66915 HVQN-1 EC287 HVAC,4817172.17,4817172.17,0.0,10/1/2024,9/30/2026,No ,No ,Fire Department,1015767929.0,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CTA105720258801939,yes,Sub Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,TO66915 HVQN-1 EC287 HVAC,0.0,0.0,0.0,10/1/2024,9/30/2026,No ,No ,Fire Department,,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,INTERNATIONAL ASBESTOS REMOVAL INC,Women (Non-Minority),Subcontractor,ACCO Reviewing Subcontract,Construction Services,245000.0,245000.0,0.0,10/1/2024,9/30/2026,Yes,No 
CTA105720258801939,yes,Sub Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,TO66915 HVQN-1 EC287 HVAC,0.0,0.0,0.0,10/1/2024,9/30/2026,No ,No ,Fire Department,,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,MacXimum SheetMetal LLC,Black American,Subcontractor,ACCO Canceled Subcontract,Construction Services,2000000.0,2000000.0,0.0,10/1/2024,9/30/2026,No ,No 
CTA105720258801939,yes,Sub Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,TO66915 HVQN-1 EC287 HVAC,0.0,0.0,0.0,10/1/2024,9/30/2026,No ,No ,Fire Department,,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,"MOTIVATED SECURITY SERVICES, INC.",Non-M/WBE,Subcontractor,ACCO Canceled Subcontract,Construction Services,200000.0,200000.0,0.0,10/1/2024,9/30/2026,No ,No 
