Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance
ABEC ELECTRICAL CORP,NO DBA,Corporation,Yes,No,None Listed,17 STATE ST,SUITE 4000,NEW YORK,NY,10004,9178051246,12/11/2024,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABE FRAN LLC,ALL BRIGHT ELECTRIC,LLC,No,No,None Listed,100 SNAKE HL RD,NOT APPLICABLE,WEST NYACK,NY,10994,8453581200,12/11/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
A  B HERITAGE INCORPORATED,ASI SIGNAGE INNOVATIONS,Corporation,Yes,No,None Listed,2957 ALT BLVD,NOT APPLICABLE,GRAND ISLAND,NY,14072,7167750104,12/10/2024,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
A  B INSPECTION SERVICES CORP,A  B INSPECTION SERVICES CORP,Corporation,Yes,No,None Listed,543 BEACH 68TH ST,PO BOX 920374,ARVERNE,NY,11692,5168496961,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABLE ELECTRIC LLC,NO DBA,LLC,No,No,None Listed,3364 LOCKPORT RD,NOT APPLICABLE,OAKFIELD,NY,14125,5853431023,1/27/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABLE RIGGING CONTRACTORS LLC,NO DBA,LLC,No,No,None Listed,1050 GRAND BLVD,NOT APPLICABLE,DEER PARK,NY,11729,5164204444,12/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,No,Yes,No
ABM AIR CONDITIONING  HEATING INC,NO DBA,Corporation,No,No,None Listed,PO BOX 204,NOT APPLICABLE,HAWTHORNE,NY,10532,9147470910,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
A B MANIAR  SON LLC,NO DBA,LLC,No,No,None Listed,82 FAIRVIEW AVE,NOT APPLICABLE,MILFORD,NJ,8848,7324919951,12/17/2024,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABM ELECTRIC INC,NO DBA,Corporation,Yes,No,None Listed,2714 39 AVE,NOT APPLICABLE,LONG ISLAND CITY,NY,11101,7183922122,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABM HAULING OF WNY INC,NO DBA,Corporation,No,No,None Listed,50 MAPLE ST,NOT APPLICABLE,FREWSBURG,NY,14738,7164894767,1/4/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABOVE ALL STOREFRONTS INC,ABOVE ALL STOREFRONTS INC DBA CASTLE ARCH METALS,Corporation,No,No,None Listed,50 GILPIN AVE,NOT APPLICABLE,HAUPPAUGE,NY,11788,6316273535,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABOVE  BEYOND FIRE SAFETY SECURITY LLC,NO DBA,LLC,No,No,None Listed,432 ALBANY SHAKER RD,432,LOUDONVILLE,NY,12211,5185060891,1/21/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABRACADABRA PAINTING CO INC,ABRACADABRA PAINTING CO INC,Corporation,No,No,None Listed,180 E PROSPECT AVE,NOT APPLICABLE,MAMARONECK,NY,10543,9146980700,1/15/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABRAMS CONSTRUCTION OF ONONDAGA INC,ABRAMS CONSTRUCTION OF ONONDAGA INC,Corporation,No,No,None Listed,4060 WEBSTER RD,NOT APPLICABLE,NEDROW,NY,13120,3154507028,1/2/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABRAXAS INC,NO DBA,Corporation,No,No,None Listed,1769 BASELINE RD,SUITE 430,GRAND ISLAND,NY,14072,7167748844,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABSCOPE ENVIRONMENTAL INC,NO DBA,Unknown,No,No,None Listed,PO BOX 487,7086 COMMERCIAL DRIVE,CANASTOTA,NY,13032,3156978437,11/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABSOLUTE CONNECTIONS INCORPORATED,ABSOLUTE CONNECTIONS INC,Corporation,No,No,None Listed,220 N PUTT CORNERS RD,NOT APPLICABLE,NEW PALTZ,NY,12561,8004942342,11/21/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABSOLUTE ELECTRICAL CONTRACTING OF NY INC,NO DBA,Corporation,No,No,None Listed,307 W 38TH ST,SUITE 1301,NEW YORK,NY,10018,2127764049,12/19/2024,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABSOLUTE ELECTRICAL SERVICE INC,ABSOLUTE ELECTRIC,Corporation,No,No,None Listed,2938 HEMPSTEAD TPKE,SUITE 208,LEVITTOWN,NY,11756,5166624100,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABSOLUTE FIRE PROTECTION LLC,NO DBA,LLC,No,No,None Listed,PO BOX 10,NOT APPLICABLE,SELKIRK,NY,12158,5187673700,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
ABSOLUTE WOODWORKING INSTALLATIONS INC,NO DBA,Corporation,No,No,None Listed,7 FRST PARK CT,NOT APPLICABLE,HOLMDEL,NJ,7733,9086927374,2/5/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABS PUMP REPAIR INC,NO DBA,Corporation,No,No,None Listed,89 ALLEN BLVD,NOT APPLICABLE,FARMINGDALE,NY,11735,6316943890,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ABS SOLUTIONS LLC,NO DBA,LLC,No,No,None Listed,52 CORPORATE CIR,STE 105,ALBANY,NY,12203,5186085805,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACADEMY CONSTRUCTION INC,NO DBA,Unknown,No,No,None Listed,205 RT 46 WEST,SUITE 14,TOTOWA,NJ,7512,Unknown,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
ACA ENVIRONMENTAL SERVICES INC,NO DBA,Unknown,No,No,None Listed,ONE HAYES ST,NOT APPLICABLE,ELMSFORD,NY,10523,Unknown,1/10/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACCARDI PLUMBING  HEATING CORP,RITEWAY PLUMBING  HEATING,Corporation,Yes,No,None Listed,19 PHILLIPS ST,NOT APPLICABLE,BOHEMIA,NY,11716,6315672196,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
ACCENT COMMERCIAL FURNITURE INC,ACCENT FURNITURE,Corporation,No,No,None Listed,3 INTERSTATE AVE,NOT APPLICABLE,ALBANY,NY,12205,5184824000,1/10/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACCENT STRIPE INC,NO DBA,Corporation,No,No,None Listed,3275 N BENZING RD,NOT APPLICABLE,ORCHARD PARK,NY,14127,7168237704,11/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACCESS ANVIL CORP,NO DBA,Corporation,No,No,None Listed,PO BOX 98,NOT APPLICABLE,SCHUYLERVILLE,NY,12871,5189550177,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
ACCESS ELEVATOR  LIFT INC,NO DBA,Corporation,No,No,None Listed,3970 N MAIN ST EXT,NOT APPLICABLE,JAMESTOWN,NY,14701,7164833696,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACCESSIBILITY SOLUTIONS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 3122,NOT APPLICABLE,SYRACUSE,NY,13220,3154521750,2/11/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACCESS SAFETY PRODUCTS INC,NO DBA,Corporation,Yes,No,None Listed,PO BOX 267,NOT APPLICABLE,HANNACROIX,NY,12087,5187563600,12/9/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACCORD POWER INC,NO DBA,Corporation,Yes,No,None Listed,13030 31ST AVE,SUITE 707,FLUSHING,NY,11354,7183218820,12/20/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACCURATE ACOUSTICAL INC,NO DBA,Corporation,No,No,None Listed,793 CANNING PKWY,NOT APPLICABLE,VICTOR,NY,14564,5859244200,11/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
ACCURATE SPECIALTY METAL FABRICATORS INC,NO DBA,Corporation,No,No,None Listed,4740 METROPOLITAN AVE,NOT APPLICABLE,MASPETH,NY,11385,7188211166,2/11/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
AC DRYWALL SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 549,NOT APPLICABLE,PURCHASE,NY,10577,9149372260,1/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
ACE CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,1990 CONEY IS AVE,NOT APPLICABLE,BROOKLYN,NY,11223,7189988437,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
ACE FLAG CO INC,ACE FLAG CO INC,Corporation,No,No,None Listed,5444 TRANSIT RD,NOT APPLICABLE,DEPEW,NY,14043,7166812345,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACE GREAT LAKES LLC,NO DBA,LLC,No,No,None Listed,11075 STRATFIELD CT,NOT APPLICABLE,MARRIOTTSVILLE,MD,21104,7167964067,1/3/2025,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACE IRONWORK INC,ACE IRONWORK INC,Corporation,No,No,None Listed,193 7TH ST,NOT APPLICABLE,BROOKLYN,NY,11215,9179090679,1/24/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACE IRRIGATION,WETSCAPE A ROYAL IRRIGATION COMPANY,LLC,No,No,None Listed,8 TIMBER LN,NOT APPLICABLE,MARLBORO,NJ,7746,7329937300,12/19/2024,Yes,Not Applicable,Yes,No,Yes,State Law,New York,8/24/2023,8/24/2024,No,No,Yes,No,No,Yes,No
A  CFURIA ELECTRIC MOTOR LLC,NO DBA,LLC,No,No,None Listed,135 LAFAYETTE AVE,NOT APPLICABLE,WHITE PLAINS,NY,10603,9733455600,12/22/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACHILLES DEMO SERVICES LLC,NO DBA,LLC,No,No,None Listed,500 UNION AVE,APT 301,BRONX,NY,10455,7185141199,1/29/2025,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes
A CHOICE CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,14850 86TH AVE,1,JAMAICA,NY,11435,9176073750,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACIA CONSTRUCTION LLC,NO DBA,LLC,Yes,No,None Listed,2652 RDG RD,NOT APPLICABLE,ONTARIO,NY,14519,3155242000,1/7/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACI MANAGEMENT CORP,NO DBA,Corporation,No,No,None Listed,68 GAYLOR RD,SUITE 1,SCARSDALE,NY,10583,9147232700,12/14/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACL CONSTRUCTION CORP,ACL CONSTRUCTION CORP,Corporation,No,No,None Listed,30A GLEAM ST,NOT APPLICABLE,WEST BABYLON,NY,11704,6314916464,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACL PROPERTY MAINTENANCE INC,NO DBA,Corporation,No,No,None Listed,659 WILMOT RD,NOT APPLICABLE,SCARSDALE,NY,10583,9147252272,12/9/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACME CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,1574 N JERUSALEM RD,NOT APPLICABLE,MERRICK,NY,11566,7183720820,1/23/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACME WINDOW TREATMENTS INC,ACME WINDOW TREATMENTS INC,Corporation,No,No,None Listed,382 EAST MEADOW AVE,NOT APPLICABLE,EAST MEADOW,NY,11554,5167941116,2/11/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACOCELLA CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,68 GAYLOR RD,SUITE 1,SCARSDALE,NY,10583,9147232700,12/14/2024,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
A COLARUSSO  SON INC,NO DBA,Corporation,No,No,None Listed,91 NEWMAN RD,NOT APPLICABLE,HUDSON,NY,12534,5188283218,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
ACORN ELECTRICAL CONTRACTORS LLC,NO DBA,LLC,No,No,None Listed,29 STARR RD,NOT APPLICABLE,DANBURY,CT,6810,2037922676,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACORN PLUMBING  HEATING INC,NO DBA,Corporation,No,No,None Listed,168 HOPPER AVE,NOT APPLICABLE,WALDWICK,NJ,7463,8453433433,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
AC SCHULTES INC,AC SCHULTES INC,Corporation,No,No,None Listed,664 SOUTH EVERGREEN AVE,NOT APPLICABLE,WOODBURY HEIGHTS,NJ,8097,8568455656,12/27/2024,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
ACS SYSTEM ASSOCIATES INC,NO DBA,Corporation,Yes,No,None Listed,101 NEW SOUTH RD,NOT APPLICABLE,HICKSVILLE,NY,11801,5166811351,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No
ACT ABATEMENT CORPORATION,ACT ABATEMENT CORPORATION,Corporation,Yes,No,None Listed,PO BOX 25641,NOT APPLICABLE,NEWARK,NJ,7101,9174268600,12/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTION CARTING ENVIRONMENTAL SERVICES INC,NO DBA,Corporation,No,No,None Listed,300 FRANK W BURR BLVD,SUITE 39,TEANECK,NJ,7666,9736237600,1/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTION ELEVATOR INC,HUDSON ELEVATOR GROUP,Unknown,No,No,None Listed,963 VAN DUZER ST,NOT APPLICABLE,STATEN ISLAND,NY,10304,7187206600,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,No,Yes,No
ACTION REMEDIATION INC,NO DBA,Corporation,No,No,None Listed,3010 BURNS AVE,NOT APPLICABLE,WANTAGH,NY,11793,5167813000,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTION ROOFING INC,NO DBA,Corporation,No,No,None Listed,10267 CRUMP RD,NOT APPLICABLE,GLENWOOD,NY,14069,7165927752,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTION STORE FRONTS INC,ACTION STORE FRONTS INC,Corporation,No,No,None Listed,263 UNION BLVD,NOT APPLICABLE,WEST ISLIP,NY,11795,6314220888,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
ACTION TARGET INC,NO DBA,Corporation,No,No,None Listed,3411 S MOUNTAIN VISTA PKWY,NOT APPLICABLE,PROVO,UT,84097,8013961246,1/6/2025,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTION TRUCKING CO INC,NO DBA,Corporation,No,No,None Listed,3010 BURNS AVE,NOT APPLICABLE,WANTAGH,NY,11793,5167813000,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTIVATED SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,63 MCKINLEY AVE,NOT APPLICABLE,FRANKLIN SQUARE,NY,11010,5165385419,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTIVE FENCE CO INC,NO DBA,Corporation,No,No,None Listed,5295 BAYVIEW RD,NOT APPLICABLE,HAMBURG,NY,14075,7166483970,1/7/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTIVE SOLAR DEVELOPMENT LLC,NO DBA,LLC,No,No,None Listed,2189 COOK RD,NOT APPLICABLE,GALWAY,NY,12074,8008653625,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACTIVU CORPORATION,NO DBA,Corporation,No,No,None Listed,301 ROUND HL DR,NOT APPLICABLE,ROCKAWAY,NJ,7866,9733665550,1/7/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ACV ENVIRONMENTAL SERVICES INC,NO DBA,Corporation,No,No,None Listed,494 WESTERN TPKE,NOT APPLICABLE,ALTAMONT,NY,12009,5183550197,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Yes,No,No,No,Yes,No
ADAM HAPPY TREE INC,NO DBA,Corporation,No,No,None Listed,311 85TH ST,NOT APPLICABLE,BROOKLYN,NY,11209,9177090232,12/17/2024,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes
ADAMS EUROPEAN CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,589 JOHNSON AVE,NOT APPLICABLE,BROOKLYN,NY,11237,7184179000,12/18/2024,Yes,Not Applicable,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
ADAMS FLOOR COVERING LLC,ADAMS FLOOR COVERING LLC,LLC,No,No,None Listed,2718 CURRY RD,NOT APPLICABLE,SCHENECTADY,NY,12303,5182294368,12/20/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADAPTIVE GREEN INC,NO DBA,Corporation,Yes,No,None Listed,379 WEST BROADWAY,NOT APPLICABLE,NEW YORK,NY,10012,8448689883,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
AD CALL  SONS EXCAVATING AND TRUCKING INC,NO DBA,Corporation,No,No,None Listed,PO BOX 60,NOT APPLICABLE,STAFFORD,NY,14143,5853432910,1/29/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADC CONSTRUCTION LLC,NO DBA,LLC,No,No,None Listed,5808 48TH ST,NOT APPLICABLE,MASPETH,NY,11378,7186285555,1/21/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
ADCO ELECTRICAL CORP,NO DBA,Corporation,No,No,None Listed,201 EDWARD CURRY AVE,NOT APPLICABLE,STATEN ISLAND,NY,10314,7184944400,1/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,Yes,Yes,No
ADEN MINING  MATERIALS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 217,NOT APPLICABLE,MONTGOMERY,NY,12549,8454282436,2/12/2025,No,Other,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes
AD ENTRANCES INC,NO DBA,Corporation,Yes,No,None Listed,105 WYANDANCH AVE,NOT APPLICABLE,WYANDANCH,NY,11798,7189892441,1/28/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADESTA LLC,NO DBA,LLC,No,No,None Listed,15770 DALLAS PKWY,SUITE 500,DALLAS,TX,75248,8778944949,12/20/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADHAN PIPING CO INC,NO DBA,Corporation,No,No,None Listed,1865 STATE ROUTE 13,NOT APPLICABLE,CORTLAND,NY,13045,6077538623,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADIRONDACK CABLING INC,ADIRONDACK SECURITY,Corporation,No,No,None Listed,3 ROSELL DR,NOT APPLICABLE,BALLSTON LAKE,NY,12019,5184520124,12/14/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADIRONDACK COMBUSTION TECHNOLOGIES INC,NO DBA,Corporation,No,No,None Listed,6 NORTHWAY LN,SUITE 202,LATHAM,NY,12110,5183574488,1/2/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADIRONDACK FLOORING INC,NO DBA,Corporation,No,No,None Listed,157 EAST CHURCH ST,NOT APPLICABLE,FORT HUNTER,NY,12069,5188102745,12/3/2024,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADIRONDACK HEAT AND FROST INSULATION INC,NO DBA,Corporation,No,No,None Listed,128 JENKINS RD,NOT APPLICABLE,BURNT HILLS,NY,12027,5183785069,12/11/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
ADIRONDACK HEAT PUMPS LLC,NO DBA,LLC,No,No,None Listed,15 MONTCALM ST,NOT APPLICABLE,TICONDEROGA,NY,12883,5188311958,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADIRONDACK MECHANICAL SERVICES LLC,NO DBA,LLC,No,No,None Listed,2 COMMERCE PARK DR,NOT APPLICABLE,GANSEVOORT,NY,12831,5186910424,12/10/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
ADIRONDACK OVERHEAD DOOR CO INC,NO DBA,Corporation,No,No,None Listed,10 S WESTERN AVE,NOT APPLICABLE,QUEENSBURY,NY,12804,5187938962,1/14/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADIRONDACK SHEET METAL INC,NO DBA,Corporation,No,No,None Listed,PO BOX 327,NOT APPLICABLE,WHITESBORO,NY,13492,3157688230,12/5/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
ADIRONDACKS PROTECTION SERVICES LLC,ADIRONDACKS PROTECTION SERVICES,LLC,Yes,No,None Listed,416 VERMONT ST,NOT APPLICABLE,BROOKLYN,NY,11207,3477556773,2/10/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
