Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose, Prime Contract Current Amount , Prime Contract Original Amount , Prime Vendor Spend to Date ,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business
CTA180620257202688,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Roofing Replacement @Douglass Addition," $47,190.30 "," $47,190.30 ", $-   ,2/1/2024,1/4/2025,12/30/2024,Yes,No ,Housing Preservation and Development,1016165619,1,MMA180620246200886,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #2108998- DOUGLASS ADDITION,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257202401,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Masonry Work for Roofing Replacement @ Teller Avenue," $220,548.57 "," $220,548.57 ", $-   ,3/18/2024,9/14/2024,11/29/2024,Yes,No ,Housing Preservation and Development,1016067368,1,MMA180620246200841,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #2108995 - TELLER AVENUE,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201967,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactor Environmental/Electrical at Nostrand Hses," $2,497.95 "," $2,497.95 ", $-   ,9/24/2024,4/26/2026,10/30/2024,Yes,No ,Housing Preservation and Development,1015962158,1,MMA180620246201081,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1924847 - NOSTRAND HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201892,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Removal and Replacement of Vinyl Asbestos Floor Tiles," $1,611,500.00 "," $1,611,500.00 ", $-   ,8/14/2024,8/13/2027,12/2/2024,Yes,No ,Housing Preservation and Development,1015945223,1,MMA180620256200453,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Construction Services,PO #2416485 - VARIOUS,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201891,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Removal and Replacement of Vinyl Asbestos Floor Tiles," $1,611,500.00 "," $1,611,500.00 ", $-   ,8/14/2024,8/13/2027,1/15/2025,Yes,No ,Housing Preservation and Development,1015945217,1,MMA180620256200451,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Construction Services,PO #2416625 - VARIOUS,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201666,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Roof Replacement Construction Svc at 830 Amsterdam Ave," $2,527,984.25 "," $2,527,984.25 ", $-   ,7/25/2024,12/31/2025,10/11/2024,Yes,No ,Housing Preservation and Development,1015897892,1,MMA180620256200092,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO#2335826 - 830 AMSTERDAM AVE,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201636,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Green Infrastructure at Sumner & Tompkins Houses in Brooklyn," $4,230,900.36 "," $4,230,900.36 ", $-   ,9/16/2024,12/30/2027,10/11/2024,Yes,No ,Housing Preservation and Development,1015888777,1,MMA180620256200001,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Construction Services,PO #2335177 - VARIOUS,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201591,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Green Infrastructure at Cooper Houses - BK," $1,351,298.82 "," $1,351,298.82 ", $-   ,9/1/2024,12/30/2027,10/23/2024,Yes,No ,Housing Preservation and Development,1015877967,1,MMA180620256200046,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Construction Services,JRCRUZ CORP - PO#2335175,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201396,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Various - Brooklyn," $3,364,499.17 "," $3,364,499.17 ", $-   ,9/16/2024,12/30/2027,10/7/2024,Yes,No ,Housing Preservation and Development,1015839251,1,MMA180620256200001,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Construction Services,PO#2335177 - VARIOUS,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201239,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Amsterdam Houses," $114,956.94 "," $114,956.94 ", $-   ,4/16/2024,9/22/2025,9/25/2024,Yes,No ,Housing Preservation and Development,1015821096,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - AMSTERDAM HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201238,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Jackson Houses," $467,412.93 "," $467,412.93 ", $-   ,4/16/2024,9/22/2025,9/25/2024,Yes,No ,Housing Preservation and Development,1015821090,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - JACKSON HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201237,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Gowanus Houses," $1,265,266.05 "," $1,265,266.05 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015818076,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,"CAPITAL PURCHASED EQUIPMENT, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,PO #1925097 - GOWANUS HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201236,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Wagner Houses," $1,341,165.40 "," $1,341,165.40 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015818011,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - WAGNER HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201235,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Glebe Avenue," $124,935.33 "," $124,935.33 ", $-   ,4/16/2024,9/22/2025,9/25/2024,Yes,No ,Housing Preservation and Development,1015817355,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - GLEBE AVENUE,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201234,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Douglass II Houses," $399,000.14 "," $399,000.14 ", $-   ,4/16/2024,9/22/2025,9/25/2024,Yes,No ,Housing Preservation and Development,1015817351,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - DOUGLASS II,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201233,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Glenmore Plaza," $375,396.63 "," $375,396.63 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015817345,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - GLENMORE PLAZA,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201232,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Douglass I Houses," $733,995.76 "," $733,995.76 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015817336,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - DOUGLASS I,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201231,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Cooper Park Houses," $739,040.72 "," $739,040.72 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015817490,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - COOPER PARK,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201189,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Brevoort Houses," $1,309,250.66 "," $1,309,250.66 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015812265,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - BREVOORT HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201188,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Jefferson Houses," $1,628,111.65 "," $1,628,111.65 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015812257,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - JEFFERSON HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201187,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Interior Compactors Replacement at Ingersoll Houses," $2,307,058.61 "," $2,307,058.61 ", $-   ,4/16/2024,9/22/2025,9/23/2024,Yes,No ,Housing Preservation and Development,1015812226,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CAPITAL PURCHASED EQUIPMENT,Construction Services,PO #1925097 - INGERSOLL HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201156,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Haber Houses - Brooklyn," $59,500.00 "," $59,500.00 ", $-   ,8/17/2024,10/6/2026,9/24/2024,Yes,No ,Housing Preservation and Development,1015809738,1,MMA180620246201202,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,PAY TO NYC HOUSING AUTHORITY,Construction Services,PO#2319233 - HABER,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201141,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Playground Upgrade for Security CCTV & Exterior Lighting," $2,307,991.61 "," $2,307,991.61 ", $-   ,9/1/2024,12/7/2026,10/1/2024,Yes,No ,Housing Preservation and Development,1015808712,1,MMA180620246201846,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #2331261 - MILL BROOK HOUSE,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257201051,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Roof Survey and Security Guard for Roofing Replacement," $91,617.03 "," $91,617.03 ", $-   ,4/2/2024,4/2/2025,9/20/2024,Yes,No ,Housing Preservation and Development,1015802744,1,MMA180620246200886,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #2108998- COLLEGE AVE.,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257200902,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,FY25 Lead-Based Paint Abatement @Various Developments," $5,006,460.00 "," $5,006,460.00 ", $-   ,1/21/2024,1/20/2025,9/16/2024,Yes,No ,Housing Preservation and Development,1015793086,1,MMA180620256200106,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Construction Services,PO #1927037 - VARIOUS,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257200631,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Exterior Site Security Lighting at South Beach  Houses," $152,897.78 "," $152,897.78 ", $-   ,9/10/2024,7/10/2025,8/30/2024,Yes,No ,Housing Preservation and Development,1015769197,1,MMA180620246201081,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,IOTB CONSTRUCTION,Construction Services,PO #1924847 - SOUTH BEACH,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257200572,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Lead abatement Additional Flashing Work@Teller Ave E166th-BX," $44,964.44 "," $44,964.44 ", $-   ,3/18/2024,9/14/2024,8/30/2024,Yes,No ,Housing Preservation and Development,1015758739,1,MMA180620256200016,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Construction Services,PO2113579-TELLER AVE E166TH ST,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620257200151,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Throggs Neck Addition - Bronx," $1,197,160.30 "," $1,197,160.30 ", $-   ,7/1/2024,7/20/2026,8/7/2024,Yes,No ,Housing Preservation and Development,1015624900,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,PO#1925097 - THROGGS NECK,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247208551,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,CM Services for Roofing Replacement @830 Amsterdam Ave.," $597,351.73 "," $597,351.73 ", $-   ,9/1/2024,12/31/2025,8/29/2024,Yes,No ,Housing Preservation and Development,1015585406,1,MMA180620246000120,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #2110874 - 830 AMSTERDAM,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247207051,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Roofing&Rooftop structures renovation @E166th st Houses," $7,081.97 "," $7,081.97 ", $-   ,3/18/2024,9/14/2024,5/8/2024,Yes,No ,Housing Preservation and Development,1015511243,1,MMA180620246200901,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO#2108997-TELLER AVENUE,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247206811,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For roof replacement construction service @Bryant Ave E174st," $105,808.91 "," $105,808.91 ", $-   ,4/15/2024,4/11/2025,5/8/2024,Yes,No ,Housing Preservation and Development,1015489001,1,MMA180620226200916,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO#2022068-BRYANT AVE E 174ST,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247206526,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Community Center HVAC Upgrades - Conlon Lifhe Tower - Queens," $344,804.33 "," $344,804.33 ", $-   ,4/23/2024,10/28/2025,4/16/2024,Yes,No ,Housing Preservation and Development,1015465263,1,MMA180620246200543,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO#1908420 CONLON LIFHE,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247206241,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,For Roof Replacement&Rooftop Structure Renovation @Bryant A," $612,885.71 "," $612,885.71 ", $-   ,5/1/2024,4/26/2025,4/10/2024,Yes,No ,Housing Preservation and Development,1015328624,1,MMA180620246200646,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO#1925097-BRYANT AVE E 174ST,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247206196,No Data Entered,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Roofing Replacement & Rooftop  Renovation @Bryant Avenue," $1,682,318.38 "," $1,682,318.38 ", $-   ,4/15/2024,4/26/2025,4/5/2024,Yes,No ,Housing Preservation and Development,1015307460,1,MMA180620236201231,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,PO #1908417 - BRYANT AVENUE,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247206181,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Special Inspection Services for Roofing Replacement @First," $67,980.00 "," $67,980.00 "," $32,664.00 ",2/27/2024,8/25/2025,3/25/2024,Yes,No ,Housing Preservation and Development,1015295793,1,MMA180620246200046,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #1833589 - FIRST HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247203993,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Special Inspection Services for Roofing Replacement @Gun Hil," $233,409.00 "," $233,409.00 "," $13,644.00 ",2/10/2024,9/30/2025,1/8/2024,Yes,No ,Housing Preservation and Development,1014925943,1,MMA180620246200046,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #1833589 - GUN HILL HOUSES,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180620247201787,Not Required,Prime Vendor,NEW YORK CITY HOUSING AUTHORITY,Non-M/WBE,Special Inspection for Roofing Replacement  @Harrison Ave.," $89,675.00 "," $89,675.00 ", $-   ,1/1/2024,4/16/2024,10/16/2023,Yes,No ,Housing Preservation and Development,1014569304,1,MMA180620246200046,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,PO #1833589-HARRISON AVE REH,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180120247207681,No Data Entered,Prime Vendor,NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION,Non-M/WBE,Pier 35 and 36 Substructure Rehabilitation-69560001," $10,313,128.69 "," $10,313,128.69 "," $5,707.37 ",4/15/2024,4/14/2030,6/5/2024,No ,No ,Department of Small Business Services,1015542000,1,MMA180120248803863,CONSTRUCTIONMGMT/BUILD,MULTIPLE AWARDS,IOTB CONSTRUCTION,Construction Services,12037PIER35-36,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA180120237209271,Not Required,Prime Vendor,NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION,Non-M/WBE,Pier 6 Heliport Substructure Rehab Phase II (23960006)," $69,075.80 "," $69,075.80 "," $26,864.28 ",1/1/2024,6/3/2024,8/8/2023,No ,No ,Department of Small Business Services,1014322428,1,MMA180120238804188,CONSTRUCTIONMGMT/BUILD,MULTIPLE AWARDS,IOTB CONSTRUCTION,Construction Services,11488PIER6,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA107220257203121,No Data Entered,Prime Vendor,A T J ELECTRICAL CO INC,Non-M/WBE,Replacement of existing feeders to NIC," $2,584,319.36 "," $2,584,319.36 ", $-   ,1/2/2025,1/1/2028,2/11/2025,No ,No ,Department of Correction,1016236106,1,MMA107220238802137,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,07222B0003001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA107220257202896,No Data Entered,Prime Vendor,AWL INDUSTRIES INC,Non-M/WBE,Task Order #001.0-RMN-GC-AWL-2023 Rodman's Neck GC at Mods B," $8,471,110.41 "," $8,471,110.41 ", $-   ,8/5/2024,9/30/2025,1/27/2025,No ,No ,Department of Correction,1016207785,1,MMA107220238803923,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,072202111CPD,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA107220257200211,No Data Entered,Prime Vendor,"THE GORDIAN GROUP, INC.",Non-M/WBE,Task Order #1 Gordian Fee Rodman's Neck Modular Bldgs.," $423,555.52 "," $423,555.52 ", $-   ,9/5/2024,5/27/2025,8/12/2024,No ,No ,Department of Correction,1015641121,1,MMA107220238802126,CONSTRUCTION,MULTIPLE AWARDS,"CONSTRUCTION-BUILDINGS, CONTRACTUAL SERVICES GENERAL",Construction Services,072202111CPD,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA107220257200196,No Data Entered,Prime Vendor,JOHNSON CONTROLS FIRE PROTECTION LP,Non-M/WBE,"Testing, inspection and maintenance of existing fire alarm"," $5,145,121.00 "," $5,145,121.00 "," $1,471,943.40 ",8/15/2024,8/14/2025,8/12/2024,No ,No ,Department of Correction,1015640771,1,MMA107220216200841,CONSTRUCTION,MULTIPLE AWARDS,CONTRACTUAL SERVICES GENERAL,Construction Services,07220O0003001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA107220247207531,No Data Entered,Prime Vendor,ATLAS FENCE & RAILING CO INC,Non-M/WBE,Additional and enhanced security at various DOC facilities," $2,000,000.00 "," $2,000,000.00 "," $1,401,913.46 ",6/10/2024,6/9/2026,5/29/2024,No ,No ,Department of Correction,1016256904,4,MMA107220248802424,CONSTRUCTION,MULTIPLE AWARDS,CONTRACTUAL SERVICES GENERAL,Construction Services,MMA120248802424,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA107220247204771,Yes,Sub Vendor,AWL INDUSTRIES INC,Non-M/WBE,RMN HVAC Supply + Installation for MODS, $-   , $-   , $-   ,1/25/2024,1/24/2027,2/27/2024,No ,No ,Department of Correction,,1,MMA107220238804161,CONSULTANT,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Professional Services,07222B0010001,,-,-,UNITED CRANE & RIGGING SERVICES INC,Women (Non-Minority),"Rigging of all HVAC equipment (MAUs, RTUs, Fans, & Specialty Filters) for all buildings (B, C, D, E, F, and N)",No Subcontract Payments Submitted,Construction Services,108000,108000,0,4/3/2024,4/3/2025,001,Yes,No 
CTA105720258804656,No Data Entered,Prime Vendor,ZHL GROUP INC,Non-M/WBE,FY25 Expense Task Orders Staten Island and Brooklyn," $258,346.74 "," $258,346.74 ", $-   ,12/20/2024,4/19/2025,1/27/2025,No ,No ,Fire Department,1016164601,1,MMA105720196200721,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,MAINT & OPER OF INFRASTRUCTURE,Construction Services,05725Z0016001,057180000648,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA105720258804592,No Data Entered,Prime Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,Heat Pumps in Brooklyn TO67455 TO67475  TO67476," $293,302.13 "," $293,302.13 ", $-   ,12/1/2024,5/31/2025,12/19/2024,No ,No ,Fire Department,1016157937,1,MMA105720248804325,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,05725Z0015001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA105720258804591,Not Required,Prime Vendor,CRESCENT CONTRACTING CORP.,Non-M/WBE,Heat Pumps in Staten Island  TO67494 HVSI1 TO67495 HVSI2," $183,428.71 "," $183,428.71 ", $-   ,12/1/2024,5/31/2025,12/19/2024,No ,No ,Fire Department,1016156640,1,MMA105720248804543,REQUIREMENTS-CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,05725Z0014001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA105720258804341,No Data Entered,Prime Vendor,ZHL GROUP INC,Non-M/WBE,TO69494 ZHLQN-14  Apparatus floor replacement QN," $4,071,733.80 "," $4,071,733.80 ", $-   ,12/11/2024,11/26/2025,12/30/2024,No ,No ,Fire Department,1016130471,1,MMA105720248805474,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,05725Z0013001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA105720258804216,Not Required,Prime Vendor,ZHL GROUP INC,Non-M/WBE,TO69156 ZHL BX-03 Generator Installation," $221,890.42 "," $221,890.42 ", $-   ,12/11/2024,11/26/2025,12/12/2024,No ,No ,Fire Department,1016117445,1,MMA105720248805470,CONSTRUCTION,MULTIPLE AWARDS,CONSTRUCTION-BUILDINGS,Construction Services,05725Z0012001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CTA105720258803526,Not Required,Prime Vendor,DEFASH GLOBAL RESOURCES INC,Non-M/WBE,STO66332-S01 BMQ-2 S01  TO69435 BMQ-9  Asbestos Removal," $99,440.32 "," $99,440.32 "," $14,070.80 ",7/1/2024,6/30/2025,11/4/2024,Yes,No ,Fire Department,1015984902,1,MMA105720248802789,CONSTRUCTION,MULTIPLE AWARDS,POLLUTION REMEDIATION OBLIGATIONS,Construction Services,05725Z0010001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
